date_time,tweet_id
2020-10-30,86376
2020-10-31,89915
2020-11-01,72975
2020-11-02,96305
2020-11-03,103770
2020-11-04,96242
2020-11-05,118616
2020-11-06,130925
2020-11-07,110557
2020-11-08,109978
2020-11-09,114643
2020-11-10,115868
2020-11-11,114787
2020-11-12,114217
2020-11-13,123715
2020-11-14,114707
2020-11-15,102349
2020-11-16,117204
2020-11-17,115770
2020-11-18,149770
2020-11-19,152661
2020-11-20,129831
2020-11-21,107033
2020-11-22,109146
2020-11-23,146482
2020-11-24,136051
2020-11-25,122337
2020-11-26,135895
2020-11-27,131514
2020-11-28,113915
2020-11-29,111243
2020-11-30,151084
2020-12-01,153704
2020-12-02,164458
2020-12-03,132872
2020-12-04,120230
2020-12-05,104304
2020-12-06,103329
2020-12-07,124216
2020-12-08,123467
2020-12-09,128654
2020-12-10,136012
2020-12-11,138356
2020-12-12,119174
2020-12-13,123219
2020-12-14,143995
2020-12-15,131292
2020-12-16,121818
2020-12-17,103367
2020-12-18,66560
2020-12-19,85788
2020-12-20,105749
2020-12-21,122931
2020-12-22,130313
2020-12-23,149503
2020-12-24,144559
2020-12-25,113740
2020-12-26,125374
2020-12-27,126080
2020-12-28,142835
2020-12-29,150245
2020-12-30,157194
2020-12-31,122869
2021-01-01,127836
2021-01-02,99582
2021-01-03,99406
2021-01-04,120319
2021-01-05,152810
2021-01-06,153547
2021-01-07,140871
2021-01-08,146348
2021-01-09,125004
2021-01-10,112922
2021-01-11,123596
2021-01-12,130269
2021-01-13,128129
2021-01-14,129033
2021-01-15,130925
2021-01-16,118143
2021-01-17,132193
2021-01-18,137905
2021-01-19,152539
2021-01-20,154781
2021-01-21,160440
2021-01-22,154266
2021-01-23,134165
2021-01-24,127579
2021-01-25,134873
2021-01-26,142419
2021-01-27,151620
2021-01-28,137143
2021-01-29,134630
2021-01-30,126766
2021-01-31,118921
2021-02-01,139599
2021-02-02,139447
2021-02-03,134479
2021-02-04,141864
2021-02-05,144952
2021-02-06,116129
2021-02-07,95076
2021-02-08,129889
2021-02-09,127291
2021-02-10,127969
2021-02-11,134931
2021-02-12,124417
2021-02-13,104171
2021-02-14,102429
2021-02-15,117838
2021-02-16,130928
2021-02-17,130900
2021-02-18,121353
2021-02-19,154191
2021-02-20,109864
2021-02-21,102629
2021-02-22,130433
2021-02-23,138659
2021-02-24,136598
2021-02-25,127252
2021-02-26,145096
2021-02-27,106853
2021-02-28,104219
2021-03-01,119627
2021-03-02,129567
2021-03-03,135206
2021-03-04,157840
2021-03-05,146279
2021-03-06,119212
2021-03-07,137040
2021-03-08,128786
2021-03-09,131383
2021-03-10,126658
2021-03-11,136385
2021-03-12,130285
2021-03-13,111639
2021-03-14,100740
2021-03-15,123245
2021-03-16,124998
2021-03-17,120735
2021-03-18,113649
2021-03-19,121538
2021-03-20,108512
2021-03-21,111271
2021-03-22,144336
2021-03-23,158458
2021-03-24,154433
